"2020-05-15 20:14:08.352 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.253 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.270 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.271 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.289 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.304 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.321 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.339 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.353 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.370 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.387 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.403 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.420 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.437 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.453 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.470 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.487 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.503 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.520 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.521 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.540 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.553 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.570 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.587 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.606 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.621 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.638 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.654 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.670 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.687 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.703 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.720 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.738 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.754 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.770 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.771 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.789 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.804 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.820 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.837 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.854 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.870 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.887 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.904 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.920 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.937 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.954 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.971 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:10.988 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.004 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.021 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.021 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.039 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.054 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.071 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.089 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.104 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.121 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55
2020-05-15 20:14:11.138 T(  46,  159) D( 76, 261, 128) R(  0,   0,   0) FF 02 00 04 00 00 00 00 00 00 2E 00 9F 00 4C 01 05 00 80 00 00 00 00 00 00 00 00 00 00 00 AA 55"
